date,open,high,low,close,volume,date,ema26,ema12,daily_black,daily_red,ema60,ema130,weekly_black,weekly_red,fit_env,ema26_highenv,ema26_lowenv,obv_volume,close_from_top_env,weekly_black_deriv,weekly_red_deriv,decision,stock-name,performance
2016-12-22,0.7134613297810639,0.7123603336046022,0.7145181797551184,0.7151772855857618,0.06412298091217236,736320.0,0.7151772855857618,0.7151772855857618,0.46464331442644574,0.4201114539815015,0.7151772855857618,0.7151772855857618,0.40667862313865866,0.2736095717657101,1,0.7437843770091923,0.6865701941623312,0.22104240978074446,0.028607091423430542,0.24045263984659707,0.18190145606230199,0,DIA,0
2016-12-23,0.7129595467863064,0.7119670623157591,0.7150618515952466,0.7154647889121303,0.03914909235752757,736321.0,0.7151985821284558,0.7152215168667416,0.4494206710174598,0.4231966347221287,0.7151867119243313,0.7151816749495231,0.4147928827881747,0.2797479765927738,1,0.743806525413594,0.6865906388433175,0.22804902392644205,0.028341736501463766,0.23831358140430783,0.18294180153127726,0,DIA,0
2016-12-27,0.7136761123604755,0.7136839361189988,0.7165012481533191,0.7160397955648672,0.06668337396538125,736325.0,0.7152608942348566,0.7153474058972225,0.43418581255572714,0.4243533902835601,0.7152146818797587,0.7151947760276199,0.4225462215591074,0.28595659593913614,1,0.7438713300042509,0.6866504584654624,0.23998351954748412,0.027831534439383687,0.22171652509111656,0.18354524236127953,0,DIA,0
2016-12-28,0.7149663045796585,0.7137552702274214,0.7124355446412065,0.7119783419165213,0.10876918667409369,736326.0,0.7150177422112762,0.7148290883617299,0.4044936518780907,0.42226289150403706,0.7151085723727673,0.7151456701633283,0.4280766314522138,0.2921357279179656,1,0.7436184518997273,0.6864170325228252,0.22051681735661732,0.03164010998320599,0.19497955172880976,0.1822986705927606,0,DIA,0
2016-12-29,0.7094837360194876,0.7100354392332368,0.7111039807148664,0.7116548068416785,0.08599600090284366,736327.0,0.7147686358876023,0.7143407373586451,0.37560066198709396,0.41735107787067466,0.7149953341586331,0.715092374540097,0.4329989127312203,0.2982602142141941,1,0.7433593813231064,0.6861778904520982,0.20512589102564116,0.03170457448142794,0.16852535404556887,0.17997455698093273,0,DIA,0
2016-12-30,0.7104154583587468,0.7091413352774056,0.7085494369408295,0.7099294115527545,0.12185546279810941,736328.0,0.7144101748257617,0.7136620718500466,0.3432422197489472,0.4095501454368086,0.7148292383354895,0.7150135506776949,0.4367725154956345,0.3042824881829524,1,0.7429865818187923,0.6858337678327312,0.18331710420691955,0.03305717026603783,0.15132675554765337,0.17760735266875186,0,DIA,0
2017-01-03,0.7127803118463444,0.7121101040096118,0.7105644418327489,0.7132004187189438,0.19000850738993147,736332.0,0.7143205632622938,0.7135910482914154,0.32429388396044984,0.40057580212350763,0.7147758344136356,0.7149858692737445,0.4414710488354655,0.3102472082113225,1,0.7428933857927855,0.685747740731802,0.21732341739351882,0.029692967073841725,0.15014538007073253,0.17633630763338598,0,DIA,0
2017-01-04,0.712242981212137,0.7130400617581579,0.7145944516165876,0.7158243557354474,0.13740316444822057,736333.0,0.7144319552973422,0.7139346340520357,0.3140274037305074,0.3914654443979287,0.7148102121618917,0.7149986705937705,0.4467864593541201,0.31618369739144414,1,0.7430092335092359,0.6858546770854484,0.2419148165221222,0.02718487777378842,0.1468222286188524,0.17483635953806628,0,DIA,0
2017-01-05,0.7129236249611782,0.71270019768138,0.7120575668449599,0.7143864637728919,0.11750020789163187,736334.0,0.7144285855547903,0.7140041463167828,0.29787072884436594,0.381613369076501,0.7147963187720884,0.7149893239247495,0.4510438804372761,0.3220471836108281,1,0.7430057289769819,0.6858514421325986,0.22088550091967202,0.028619265204089972,0.1425681516911957,0.1731559541798769,0,DIA,0
2017-01-06,0.7121352157367529,0.7147210817686825,0.7130472224267826,0.7171181207041054,0.12314206913864607,736335.0,0.7146278103806655,0.7144832192994478,0.29043226695299185,0.37201535832665794,0.7148724434255971,0.7150218246389382,0.4559779323538669,0.32787025964313415,1,0.7432129227958921,0.6860426979654388,0.24292455499729254,0.026094802091786717,0.13482077449872784,0.1709839435072752,0,DIA,0
2017-01-09,0.7134254079559358,0.7127181245777376,0.7151339904987052,0.7144224955213663,0.06562347562161165,736338.0,0.7146126018725693,0.714473877179743,0.2727938311524448,0.36157098704516183,0.7148576910352944,0.7150126745760744,0.4593588186792157,0.33358715351426815,1,0.743197105947472,0.6860280977976665,0.2311797521195876,0.02877461042610574,0.11554940611044887,0.16731691785600372,0,DIA,0
2017-01-10,0.7120996680973032,0.7132010303483682,0.7131911245102444,0.713128355221995,0.08629654995610987,736339.0,0.7145026576762304,0.7142668738016279,0.25178463513742033,0.3500145289496101,0.7148009915004321,0.714983906341661,0.46182555834474914,0.3391627363329847,1,0.7430827639832797,0.6859225513691812,0.21573503574850375,0.029954408761284634,0.10451633806855447,0.16386690994947012,0,DIA,0
2017-01-11,0.7117771200425075,0.7137911240201363,0.7129750835233242,0.7164710505544198,0.14841633581818553,736340.0,0.7146484645560963,0.7146059779174421,0.2429964834255292,0.33874947152602264,0.714855747534989,0.7150066108334587,0.46529582928493135,0.34464678385263464,1,0.7432344031383402,0.6860625259738524,0.2422974905941869,0.026763352583920375,0.09648863833251332,0.16041387424420858,0,DIA,0
2017-01-12,0.7126729205566386,0.7114303758560561,0.7107444133679399,0.7143864637728919,0.11011316797133919,736341.0,0.7146290570906738,0.7145722065105882,0.2267681223887489,0.3269619610905201,0.7148403611821335,0.7149971429394043,0.4675250225305076,0.3499893159690639,1,0.7432142193743008,0.6860438948070469,0.2225902526002717,0.028827755601408822,0.08187034176091883,0.15604557088156867,0,DIA,0
