ANF,yes
BOOT,yes
CPA,yes
CVLT,yes
ETSY,yes
LULU,yes
NTNX,yes
PGR,yes
SQ,yes
TNDM,yes
UNP,yes
W,yes
WWE,yes
BPOP,maybe
BRK.B,maybe
CNK,maybe
MTOR,maybe
ODP,maybe
TKC,maybe
