GBT,yes
GCO,yes
INTC,yes
LNG,yes
VIRT,yes
UGP,yes
ALRM,yes
BBL,yes
CCXI,yes
CRM,yes
DLTR,yes
FL,yes
GBT,yes
GNW,yes
LNG,yes
LPLA,yes
MTCH,yes
NTES,yes
NTNX,yes
PYPL,yes
REGN,yes
RIO,yes
RMD,yes
SAFM,yes
SPLK,yes
THS,yes
IRM,maybe
THS,maybe
ADI,maybe
ARWR,maybe
BHP,maybe
CMG,maybe
COUP,maybe
CYBR,maybe
ERJ,maybe
EXAS,maybe
GES,maybe
HMY,maybe
HTHT,maybe
KMB,maybe
LULU,maybe
MSCI,maybe
PFGC,maybe
USFD,maybe
