AJRD,yes
APPN,yes
ARWR,yes
AYX,yes
BBL,yes
BERY,yes
EGHT,yes
FATE,yes
FL,yes
GBT,yes
GCO,yes
GNW,yes
HMY,yes
INTC,yes
KMB,yes
KTOS,yes
MTCH,yes
NTNX,yes
PFGC,yes
PLNT,yes
REGN,yes
RIO,yes
SID,yes
UGP,yes
VIRT,yes
ZTO,yes
ALSN,maybe
BA,maybe
OI,maybe
AGNC,no
