BERY,yes
BP,yes
DISCA,yes
HCA,yes
JNJ,yes
PAA,yes
SYMC,yes
UNH,yes
ABC,maybe
BERY,maybe
BP,maybe
DISCA,maybe
ETM,maybe
FITB,maybe
FNSR,maybe
FSS,maybe
HCA,maybe
HD,maybe
HPQ,maybe
HSY,maybe
JNJ,maybe
LYV,maybe
NRG,maybe
PAA,maybe
SYMC,maybe
SYY,maybe
TCF,maybe
UNH,maybe
UNM,maybe
