BLMN,yes
EXEL,yes
FCX,yes
GSK,yes
LLY,yes
LW,yes
MNK,yes
MRO,yes
PFG,yes
PNR,yes
RP,yes
SAIC,yes
TAL,yes
WIX,yes
WSM,yes
BPMC,maybe
DNKN,maybe
DRI,maybe
SSNC,maybe
THC,maybe
VALE,maybe
VAR,maybe
