ACIA,yes
BLMN,yes
CBAY,yes
CBRE,yes
EL,yes
ETR,yes
FRC,yes
INTU,yes
LW,yes
NUE,yes
PNR,yes
QCOM,yes
RP,yes
SSNC,yes
THC,yes
WPM,yes
XEL,yes
