AKAM,yes
ANF,yes
CARA,yes
DRI,yes
UAA,yes
WMT,yes
AEE,maybe
GOOS,maybe
HALO,maybe
SAP,maybe
UAL,maybe
WWE,maybe
BBBY,no
CELG,no
FNSR,no
FOXA,no
GES,no
GWRE,no
HTZ,no
INSG,no
LCI,no
LNT,no
MGNX,no
OMF,no
PEN,no
PG,no
PNW,no
RHI,no
RL,no
SBUX,no
SKX,no
TGI,no
