ABM,yes
ACST,yes
ANF,yes
ARNA,yes
BERY,yes
CAVM,yes
CHGG,yes
DLTR,yes
EMB,yes
EVBG,yes
GHL,yes
AET,maybe
AG,maybe
ALRM,maybe
BBL,maybe
BHP,maybe
CCXI,maybe
EMLC,maybe
ENB,maybe
FII,maybe
GBT,maybe
AOI,no
