AKAM,yes
AMTD,yes
BAC,yes
DKS,yes
GIS,yes
GOOGL,yes
HD,yes
LYV,yes
MTG,yes
NRG,yes
PTC,yes
RCM,yes
SABR,yes
TAL,yes
TRIP,yes
WMT,yes
UAL,yes
BAX,maybe
CHRW,maybe
COST,maybe
FLS,maybe
GRPN,maybe
UAA,maybe
